difficulty,seed,returncode,success,parallel_makespan_s,speedup_vs_serial,deadlock_wait_count,wait_time_total_s,finish_gap_s,planning_wall_time_s,scheduling_preview_wall_time_s,execution_wall_time_s,total_wall_time_s,rrt_nodes_mean_ur5e,rrt_nodes_mean_fr3,rrt_iterations_mean_ur5e,rrt_iterations_mean_fr3,rrt_nodes_max_ur5e,rrt_nodes_max_fr3,stats_json,log_file
easy,42,0,1,23.312,1.9684282772820862,0,0.036000000000000004,nan,3.0122727600100916,143.42894199999864,1.5511699329945259,148.2752688920009,2.0,2.0,0.0,0.0,2,2,xml_pipeline_run/baseline_runs/Stage1A_Geom_Smoke/raw_stats/stats_easy_seed_42.json,xml_pipeline_run/baseline_runs/Stage1A_Geom_Smoke/logs/run_easy_seed_42.log
