difficulty,n,success_count,success_rate,parallel_makespan_mean,parallel_makespan_sd,speedup_mean,speedup_sd,deadlock_wait_mean,deadlock_wait_sd,wait_time_mean,wait_time_sd,planning_wall_mean,planning_wall_sd,preview_wall_mean,preview_wall_sd,execution_wall_mean,execution_wall_sd,total_wall_mean,total_wall_sd,rrt_nodes_mean_ur5e,rrt_nodes_sd_ur5e,rrt_nodes_mean_fr3,rrt_nodes_sd_fr3,rrt_iter_mean_ur5e,rrt_iter_sd_ur5e,rrt_iter_mean_fr3,rrt_iter_sd_fr3
easy,1,1,1.0,23.312,0.0,1.9684282772820862,0.0,0.0,0.0,0.036000000000000004,0.0,3.0122727600100916,0.0,143.42894199999864,0.0,1.5511699329945259,0.0,148.2752688920009,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
